Skills,Interests,CGPA,Experience,Career
PyTorch,Machine Learning,3.44,Yes,AI Engineer
Excel,Research,3.04,No,Business Analyst
Selenium,Automation,2.75,Yes,QA Engineer
Docker,Networking,2.93,No,Cyber Security Analyst
NumPy,Data Science,3.85,No,Data Scientist
Deep Learning,Machine Learning,3.25,No,AI Engineer
Linux,Automation,3.05,No,Cloud Engineer
JavaScript,Software Development,3.74,Yes,Full Stack Developer
Kubernetes,Automation,3.83,No,Cloud Engineer
PostgreSQL,Research,3.08,No,Data Analyst
Python,Cyber Security,3.18,Yes,Cyber Security Analyst
AWS,Automation,3.46,No,DevOps Engineer
AWS,Automation,3.75,No,System Administrator
SQL,Data Science,3.99,Yes,Data Analyst
Dart,Mobile App Development,2.76,No,Flutter Developer
MySQL,Software Development,3.68,Yes,Database Administrator
Docker,Automation,3.43,Yes,Cloud Engineer
SQL,Data Analytics,3.89,Yes,Product Manager
TensorFlow,Artificial Intelligence,3.66,No,AI Engineer
PostgreSQL,Database Management,3.36,No,Database Administrator
SQL,Research,2.91,Yes,Data Analyst
Python,Data Analytics,3.57,Yes,Data Analyst
Ethical Hacking,Cyber Security,3.46,Yes,Cyber Security Analyst
MongoDB,Database Management,3.83,No,Full Stack Developer
MongoDB,Software Development,3.37,Yes,Full Stack Developer
Docker,Web Development,3.21,No,Software Engineer
Java,Software Development,2.8,Yes,Mobile App Developer
Power BI,Artificial Intelligence,3.04,No,Data Scientist
C++,Automation,3.71,Yes,Software Engineer
REST APIs,Mobile App Development,3.75,Yes,Flutter Developer
Oracle,Data Analytics,3.29,Yes,Database Administrator
Machine Learning,Robotics,3.86,Yes,AI Engineer
Node.js,Web Development,2.83,Yes,Frontend Developer
JavaScript,Web Development,3.02,Yes,UI/UX Designer
Firebase,Software Development,2.87,Yes,Mobile App Developer
Python,Robotics,3.96,Yes,AI Engineer
NumPy,Data Science,3.0,No,Data Analyst
Kubernetes,Cloud Computing,3.64,Yes,Cloud Solutions Architect
Docker,Machine Learning,3.32,No,AI Engineer
JavaScript,Software Development,3.34,No,Software Engineer
Tableau,Business Intelligence,3.05,Yes,Data Analyst
AWS,DevOps,3.27,Yes,Network Engineer
Dart,Web Development,2.61,Yes,Mobile App Developer
CSS,Web Development,2.9,Yes,UI/UX Designer
Git,Software Development,3.22,No,Flutter Developer
JavaScript,Mobile App Development,2.97,No,Mobile App Developer
Figma,UI/UX Design,3.42,No,UI/UX Designer
HTML,Mobile App Development,2.57,Yes,UI/UX Designer
React,UI/UX Design,2.99,Yes,UI/UX Designer
Linux,Cyber Security,2.73,No,Network Engineer
NumPy,Machine Learning,3.67,No,AI Engineer
GitHub,Automation,3.02,No,DevOps Engineer
Docker,Networking,3.43,No,Network Engineer
Docker,DevOps,2.95,No,Network Engineer
Linux,Software Development,2.7,No,QA Engineer
C++,Automation,2.92,Yes,Software Engineer
Oracle,Database Management,2.81,Yes,Database Administrator
Data Science,Business Intelligence,3.23,Yes,Data Analyst
Tableau,Business Intelligence,3.24,No,Business Intelligence Analyst
SQL,Database Management,3.29,No,Database Administrator
Linux,Software Development,3.25,No,Database Administrator
Linux,Cloud Computing,2.82,Yes,System Administrator
JavaScript,Mobile App Development,2.76,Yes,Mobile App Developer
Dart,Mobile App Development,2.77,No,Mobile App Developer
Python,Research,3.56,No,AI Engineer
Excel,Business Intelligence,3.36,Yes,Business Analyst
Figma,Mobile App Development,2.56,Yes,UI/UX Designer
REST APIs,Mobile App Development,3.28,Yes,Mobile App Developer
AWS,Software Development,2.81,Yes,DevOps Engineer
Linux,DevOps,3.17,No,DevOps Engineer
Git,Cloud Computing,3.89,Yes,DevOps Engineer
Docker,Automation,3.16,No,Cloud Engineer
HTML,Web Development,3.27,Yes,UI/UX Designer
Python,Data Science,3.38,Yes,Machine Learning Engineer
Azure,Networking,3.54,Yes,Cloud Solutions Architect
SQL,Data Analytics,2.94,No,Database Administrator
Docker,Networking,3.97,Yes,Cloud Solutions Architect
Python,Networking,3.1,Yes,System Administrator
AWS,Cloud Computing,3.34,Yes,Network Engineer
Dart,Mobile App Development,3.62,No,Flutter Developer
Linux,Automation,3.06,Yes,System Administrator
GitHub,Automation,3.29,Yes,DevOps Engineer
Docker,DevOps,2.91,Yes,System Administrator
Express.js,Web Development,3.57,No,Full Stack Developer
Node.js,Web Development,3.78,No,Full Stack Developer
Express.js,Software Development,2.99,Yes,Full Stack Developer
Power BI,Business Intelligence,3.67,Yes,Product Manager
Pandas,Data Analytics,3.42,No,Business Analyst
Java,Web Development,3.34,Yes,Software Engineer
Docker,Artificial Intelligence,3.49,Yes,Machine Learning Engineer
MySQL,Research,3.07,No,Business Analyst
SQL,Data Science,3.38,Yes,Data Scientist
GitHub,DevOps,3.5,Yes,DevOps Engineer
AWS,Machine Learning,3.84,No,Machine Learning Engineer
Docker,Automation,2.87,Yes,QA Engineer
Linux,Software Development,3.87,No,Software Engineer
Cloud Computing,Cloud Computing,3.07,No,Cloud Engineer
SQL,Research,3.48,Yes,Cyber Security Analyst
SQL,Research,3.13,Yes,Business Analyst
Linux,DevOps,2.74,Yes,System Administrator
Linux,Automation,2.63,Yes,QA Engineer
JavaScript,Mobile App Development,3.11,Yes,Mobile App Developer
Flutter,Mobile App Development,3.73,No,Flutter Developer
PyTorch,Data Science,3.23,No,Machine Learning Engineer
Docker,Cloud Computing,3.52,Yes,System Administrator
Git,DevOps,3.41,Yes,DevOps Engineer
Linux,Networking,2.96,Yes,Cyber Security Analyst
SQL,Software Development,3.26,No,Database Administrator
NumPy,Data Science,3.42,Yes,Machine Learning Engineer
GitHub,Web Development,3.16,No,Software Engineer
Firebase,Web Development,3.65,No,Mobile App Developer
Firebase,Web Development,2.95,Yes,Full Stack Developer
REST APIs,Database Management,3.46,Yes,Backend Developer
Kubernetes,Networking,3.26,No,Cloud Solutions Architect
Node.js,UI/UX Design,3.68,No,Frontend Developer
Express.js,Software Development,3.28,Yes,Full Stack Developer
Data Science,Research,3.39,No,Data Scientist
Git,Automation,2.89,No,Software Engineer
AWS,Cyber Security,3.39,Yes,Cyber Security Analyst
Bash,Automation,3.26,No,System Administrator
Power BI,Research,3.88,Yes,Data Scientist
Azure,DevOps,3.63,Yes,Cloud Solutions Architect
Git,Networking,2.64,Yes,System Administrator
Excel,Business Intelligence,3.03,Yes,Data Analyst
MongoDB,Database Management,3.02,Yes,Full Stack Developer
Ethical Hacking,Cyber Security,3.26,Yes,Cyber Security Analyst
Pandas,Data Analytics,2.91,Yes,Database Administrator
Git,Automation,3.41,Yes,Machine Learning Engineer
Excel,Business Intelligence,3.65,No,Business Intelligence Analyst
MySQL,Database Management,2.86,Yes,Database Administrator
Docker,Web Development,2.6,No,QA Engineer
Git,Software Development,2.89,Yes,QA Engineer
React,Software Development,2.91,Yes,Full Stack Developer
Docker,Cyber Security,3.68,No,Network Engineer
Flutter,Web Development,3.57,No,Mobile App Developer
Networking,Networking,3.58,Yes,Cloud Solutions Architect
Selenium,Software Development,3.16,No,QA Engineer
Azure,Cloud Computing,3.83,Yes,Cloud Solutions Architect
Firebase,Software Development,2.72,No,Flutter Developer
Docker,Automation,3.52,Yes,Cloud Solutions Architect
Cloud Computing,DevOps,3.77,Yes,Cloud Solutions Architect
Data Science,Data Analytics,3.73,No,Data Analyst
Node.js,Web Development,2.73,Yes,Full Stack Developer
SQL,Research,3.91,No,Data Scientist
React,UI/UX Design,3.03,Yes,UI/UX Designer
Excel,Business Intelligence,3.92,Yes,Product Manager
Docker,Cyber Security,3.57,Yes,Network Engineer
Java,Software Development,2.74,No,Mobile App Developer
Pandas,Research,2.92,No,Data Analyst
Python,Research,3.78,No,AI Engineer
Git,Networking,2.98,Yes,Cyber Security Analyst
TensorFlow,Data Science,3.43,Yes,Data Scientist
Deep Learning,Research,3.67,No,Data Scientist
Adobe XD,UI/UX Design,3.16,No,UI/UX Designer
Power BI,Business Intelligence,3.87,Yes,Product Manager
Bash,DevOps,2.9,Yes,DevOps Engineer
Azure,Automation,3.59,No,Cloud Engineer
Linux,DevOps,3.76,No,Network Engineer
Linux,Cloud Computing,3.72,No,Cloud Solutions Architect
Java,Mobile App Development,3.66,Yes,Mobile App Developer
Firebase,UI/UX Design,3.47,No,Frontend Developer
Power BI,Business Intelligence,3.33,Yes,Data Analyst
Python,Web Development,2.64,Yes,QA Engineer
React,Web Development,2.65,No,Frontend Developer
SQL,Machine Learning,3.23,No,Machine Learning Engineer
Ethical Hacking,Networking,3.64,No,Cyber Security Analyst
Azure,Artificial Intelligence,3.37,No,AI Engineer
Azure,Software Development,3.6,Yes,DevOps Engineer
Docker,Cloud Computing,3.72,No,System Administrator
Data Science,Data Analytics,3.74,Yes,Data Analyst
Python,Data Science,3.76,No,Machine Learning Engineer
Node.js,Web Development,3.2,No,Full Stack Developer
Express.js,Software Development,3.15,Yes,Full Stack Developer
HTML,UI/UX Design,3.14,No,Frontend Developer
Python,Cyber Security,3.44,Yes,Network Engineer
Next.js,Software Development,2.83,No,Frontend Developer
Cloud Computing,Networking,2.95,No,Cloud Engineer
MySQL,Data Analytics,3.47,No,Business Analyst
Tableau,Business Intelligence,3.69,Yes,Business Analyst
Git,Artificial Intelligence,3.35,Yes,AI Engineer
UI/UX,UI/UX Design,2.87,No,UI/UX Designer
Docker,Software Development,2.92,No,QA Engineer
Figma,UI/UX Design,3.82,Yes,Product Manager
Networking,Cloud Computing,2.96,Yes,Network Engineer
Python,Data Analytics,3.23,Yes,Business Analyst
Azure,Cloud Computing,3.74,Yes,Cloud Engineer
Docker,Research,3.1,Yes,Software Engineer
Git,Database Management,3.68,Yes,Full Stack Developer
AWS,Networking,3.35,No,System Administrator
NumPy,Research,3.9,No,Data Scientist
Firebase,Mobile App Development,2.86,Yes,Flutter Developer
Photoshop,UI/UX Design,3.52,Yes,UI/UX Designer
AWS,Cloud Computing,3.69,No,Cloud Solutions Architect
NumPy,Artificial Intelligence,3.44,No,Data Scientist
Java,Web Development,3.56,No,Software Engineer
Python,Software Development,3.3,Yes,Product Manager
MySQL,Data Science,3.75,No,Data Analyst
Python,Database Management,2.8,No,Backend Developer
Python,Data Science,3.35,Yes,Data Scientist
HTML,Web Development,3.37,No,Full Stack Developer
Data Analysis,Business Intelligence,3.55,Yes,Business Analyst
GitHub,Research,3.89,Yes,Software Engineer
Adobe XD,Mobile App Development,3.38,Yes,UI/UX Designer
Docker,Automation,3.11,Yes,Software Engineer
Git,UI/UX Design,3.06,Yes,Product Manager
SQL,Software Development,3.35,Yes,Product Manager
Linux,Cloud Computing,3.6,Yes,Network Engineer
R,Data Science,3.61,No,Data Scientist
Cloud Computing,Networking,3.52,Yes,Cloud Solutions Architect
TypeScript,Software Development,3.53,Yes,Frontend Developer
Python,Data Analytics,3.38,Yes,Product Manager
AWS,Cloud Computing,3.57,Yes,Cyber Security Analyst
PyTorch,Machine Learning,3.74,No,Data Scientist
SQL,Automation,3.35,No,Software Engineer
Linux,Research,3.64,Yes,Software Engineer
SQL,Software Development,3.83,No,Product Manager
Data Analysis,Data Analytics,3.79,No,Business Intelligence Analyst
Power BI,Business Intelligence,3.75,Yes,Product Manager
Cloud Computing,Networking,3.69,No,Cloud Engineer
Git,Automation,3.84,No,Cloud Engineer
JavaScript,Software Development,3.52,No,Full Stack Developer
MySQL,Data Science,2.93,Yes,Data Analyst
Dart,Software Development,3.56,Yes,Flutter Developer
GitHub,Software Development,3.24,No,Software Engineer
Flutter,Mobile App Development,3.63,No,Mobile App Developer
SQL,Data Analytics,3.59,Yes,Business Intelligence Analyst
SQL,Data Science,3.77,No,Business Intelligence Analyst
Python,Artificial Intelligence,3.98,No,AI Engineer
CSS,Web Development,3.74,No,Full Stack Developer
Excel,Data Analytics,3.25,Yes,Product Manager
SQL,Backend Development,3.47,Yes,Backend Developer
Networking,Automation,3.63,No,System Administrator
Data Science,Artificial Intelligence,3.03,Yes,Data Scientist
Flutter,Mobile App Development,2.66,Yes,Flutter Developer
MongoDB,Software Development,2.61,No,Flutter Developer
Python,Data Analytics,3.86,Yes,Data Analyst
Dart,Web Development,3.24,No,Mobile App Developer
Git,Networking,2.9,No,System Administrator
Figma,Software Development,2.83,Yes,Frontend Developer
Machine Learning,Artificial Intelligence,3.45,No,AI Engineer
TensorFlow,Artificial Intelligence,3.77,No,Data Scientist
Docker,Networking,3.41,Yes,Cloud Solutions Architect
Python,Business Intelligence,3.64,Yes,Data Analyst
Node.js,Web Development,3.67,Yes,Frontend Developer
Python,Data Analytics,3.06,No,Business Intelligence Analyst
Kubernetes,Cloud Computing,3.37,Yes,System Administrator
Git,Automation,3.34,Yes,QA Engineer
SQL,Machine Learning,3.19,No,Data Scientist
Pandas,Business Intelligence,3.24,No,Data Analyst
Networking,Software Development,3.6,Yes,DevOps Engineer
MySQL,Research,3.21,Yes,Business Analyst
Linux,Research,3.6,Yes,Cyber Security Analyst
Terraform,Automation,3.75,No,Cloud Engineer
Docker,Cyber Security,3.58,Yes,Network Engineer
Excel,UI/UX Design,3.62,Yes,Product Manager
TensorFlow,Artificial Intelligence,3.76,No,Machine Learning Engineer
React,Web Development,2.74,Yes,UI/UX Designer
SQL,Software Development,3.22,Yes,QA Engineer
TensorFlow,Machine Learning,3.01,Yes,Machine Learning Engineer
Tableau,Software Development,3.87,No,Product Manager
SQL,Research,3.06,Yes,Business Analyst
Python,Research,3.93,Yes,Data Analyst
AWS,Cyber Security,3.43,No,Network Engineer
MongoDB,Software Development,2.78,Yes,Mobile App Developer
Python,Software Development,3.39,No,QA Engineer
Excel,UI/UX Design,3.15,No,Product Manager
Oracle,Data Analytics,2.96,No,Database Administrator
Git,Artificial Intelligence,3.38,Yes,AI Engineer
AWS,DevOps,3.57,Yes,DevOps Engineer
Git,Software Development,2.97,Yes,Backend Developer
Excel,UI/UX Design,3.52,No,Product Manager
Tableau,Data Science,3.14,Yes,Data Analyst
SQL,Data Science,3.16,Yes,Data Analyst
CSS,Software Development,3.48,No,Full Stack Developer
Pandas,Research,3.89,No,Data Scientist
Java,Automation,3.31,No,Software Engineer
MySQL,Software Development,3.87,No,Database Administrator
HTML,Mobile App Development,3.21,No,UI/UX Designer
Kubernetes,DevOps,3.38,Yes,Cloud Solutions Architect
Networking,Software Development,3.19,Yes,DevOps Engineer
Dart,Software Development,2.9,No,Mobile App Developer
Pandas,Research,3.28,No,Data Scientist
Power BI,Research,3.07,No,Business Analyst
Git,Cloud Computing,3.57,Yes,DevOps Engineer
MongoDB,Software Development,3.23,No,Backend Developer
Python,DevOps,3.02,Yes,System Administrator
NumPy,Artificial Intelligence,3.64,No,Data Scientist
Ethical Hacking,Research,3.73,Yes,Cyber Security Analyst
Terraform,Networking,3.9,Yes,Cloud Solutions Architect
MongoDB,Data Analytics,2.86,No,Database Administrator
Deep Learning,Robotics,3.57,No,AI Engineer
Figma,Data Analytics,3.74,Yes,Product Manager
Git,Web Development,3.19,Yes,Software Engineer
MySQL,Software Development,3.02,Yes,Database Administrator
JavaScript,Software Development,3.83,Yes,Software Engineer
Next.js,UI/UX Design,2.75,Yes,Frontend Developer
Pandas,Business Intelligence,3.2,Yes,Business Intelligence Analyst
Docker,Cyber Security,3.59,Yes,Cyber Security Analyst
Networking,Automation,3.59,Yes,Cloud Solutions Architect
Power BI,Artificial Intelligence,3.95,No,Data Scientist
PyTorch,Artificial Intelligence,3.42,No,Data Scientist
Docker,Software Development,3.37,Yes,Software Engineer
Python,Web Development,3.91,No,Software Engineer
Express.js,Database Management,3.87,No,Full Stack Developer
Machine Learning,Data Science,3.47,No,Machine Learning Engineer
Python,Machine Learning,3.52,No,Data Scientist
Networking,DevOps,3.76,Yes,Network Engineer
MySQL,Data Analytics,3.83,No,Data Analyst
Linux,Networking,3.63,Yes,Network Engineer
Git,UI/UX Design,3.15,Yes,Product Manager
PostgreSQL,Data Analytics,3.05,Yes,Database Administrator
AWS,Automation,3.92,No,Cloud Solutions Architect
Pandas,Data Science,3.36,No,Machine Learning Engineer
Data Analysis,Data Analytics,3.63,No,Business Intelligence Analyst
MySQL,Backend Development,3.54,No,Backend Developer
Oracle,Data Analytics,3.48,No,Database Administrator
CSS,UI/UX Design,2.92,No,UI/UX Designer
Python,Research,3.8,No,Software Engineer
Firebase,Mobile App Development,2.84,Yes,Mobile App Developer
Deep Learning,Data Science,3.18,No,Data Scientist
SQL,Software Development,2.95,Yes,QA Engineer
SQL,Data Analytics,3.75,Yes,Product Manager
Firebase,Database Management,3.43,No,Full Stack Developer
PyTorch,Artificial Intelligence,3.37,Yes,Machine Learning Engineer
Express.js,Database Management,3.6,No,Backend Developer
Bash,DevOps,2.72,No,System Administrator
MongoDB,Software Development,3.66,No,Full Stack Developer
R,Data Science,3.18,No,Data Scientist
Terraform,Automation,4.0,Yes,Cloud Engineer
Python,Software Development,3.89,Yes,Product Manager
HTML,Mobile App Development,3.66,Yes,UI/UX Designer
Python,Cloud Computing,2.77,No,System Administrator
Git,Cloud Computing,3.3,Yes,DevOps Engineer
Firebase,Web Development,3.05,No,Mobile App Developer
Cloud Computing,DevOps,3.8,Yes,Cloud Engineer
Git,DevOps,3.24,No,System Administrator
Data Analysis,Data Analytics,3.25,No,Business Intelligence Analyst
AWS,Networking,3.34,Yes,Cloud Engineer
MySQL,Software Development,3.65,Yes,Database Administrator
Docker,Automation,2.81,Yes,QA Engineer
Data Analysis,Data Analytics,3.34,Yes,Business Intelligence Analyst
SQL,Software Development,3.2,Yes,Full Stack Developer
PostgreSQL,Data Science,3.86,No,Data Analyst
Python,UI/UX Design,3.05,Yes,Product Manager
Python,Research,3.74,No,AI Engineer
Firebase,Mobile App Development,3.1,Yes,Flutter Developer
Power BI,Data Science,3.59,Yes,Business Intelligence Analyst
Java,Web Development,2.76,No,Mobile App Developer
Bash,DevOps,2.99,Yes,System Administrator
SQL,Data Science,3.05,Yes,Data Analyst
Docker,Automation,2.68,No,QA Engineer
JavaScript,Mobile App Development,2.96,Yes,Flutter Developer
Networking,DevOps,2.93,Yes,Network Engineer
Azure,Cloud Computing,3.35,No,Cloud Engineer
Networking,Cyber Security,3.33,Yes,Network Engineer
